发展中 的 研究 现状 作
卡方 检验 表明 HVS-Ⅰ区 的
食管癌 患者 明显 高于 潮汕
Blank Blank 结论 ： 食管癌
群 的 部分 HVS-Ⅰ区 单
Blank HVS-Ⅰ区 多 个 位点 变异
作用 ， 可能 增加 了
的 作用 研究 Blank Blank
去势 作用 相似 ， 是
Blank 本 研究 旨在 探讨
研究 旨在 探讨 戈舍瑞林 （
TAM ） 或 芳香 化酶
对照 ， 比较 两 组
组 的 近 和 远期
疗效 ， 探讨 影响 生存
， 同时 观察 戈舍 瑞林
患者 经 比较 ， 5
Blank Blank 多 因素 COX
回归 分析 表明 是否 使用
分析 表明 是否 使用 戈舍瑞林
， 戈舍瑞林 可 使 具有
期间 无 明显 不良 反应
Blank Blank 结论 ： 标准
联合 TAM 或 AIs 可
或 AIs 可 提高 具有
反应 少且 较 易 耐受
的 临床 研究 Blank Blank
位点 ， 可 选择性 募集
经 测序 证实 序列 正确
抗 CD19diabody 能够 在 原核
12% SDS-PAGE 显示 28 ×
× 103 显示 有 条带
， 与 预期 相符 。
纯化 定量 可 达 5mg/L
抗 CD19diabody 可 与 CD19+Raji
， 并 能 竞争性 抑制
Blank Blank 结论 ： 本
， 并且 能够 进行 可溶性
人类 生命 最 常见 的 恶性
细胞 肺癌 最 具 前景
前景 的 研究 领域 ，
是 新近 发现 主要 表达
新近 发现 主要 表达 于
中 ， 可能 与 非
就 其 发现 过程 以及
过程 以及 研究 现状 进行
目的 ： 近年 来 糖尿病 患者
肿瘤 发生率 明显 增加 ，
关系 ， 许多 研究 提示
， 许多 研究 提示 糖尿病
许多 研究 提示 糖尿病 是
合并 糖尿病 是否 会 影响
糖尿病 是否 会 影响 乳腺癌
无 明确 结论 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 乳腺癌 合并
型 糖尿病 或 高血压 的
对照组 ） 之间 的 预后
因素 和 多 因素 分析
转移 生存率 比较 差异 有
意义 ； 多 因素 回归
回归 分析 显示 是否 伴有
分析 显示 是否 伴有 糖尿
分层 分析 发现 ， 2
ER 阳性 或 阴性 亚组
组中 均 显示 了 显著
Blank Blank 结论 ： 2
本文 旨在 探讨 一 项
可行性 及 近期 疗效 。
Blank Blank 结论 ： 利用
可行 ， 近期 疗效 满意
目的 ： 研究 表明 ，
： 研究 表明 ， 肝细胞
HGFK1 ） 能够 抑制 血管
转移 有 明显 的 抑制
价值 的 报道 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 非 小
因子 以及 可能 的 潜在 治疗
组织 中 较 病理 分级
病理 分级 相对 较 好
分级 相对 较 好 （
的 患者 明显 降低 （
组织 中 明显 较 无
中 明显 较 无 淋巴结
Blank Blank 结论 ： HGFK1
组织 中 明显 高于 NSCLC
病理 分级 较 好 、
特征 无 明显 关系 ，
Blank Blank 近年 来 的 研究
来 的 研究 表明 星形
的 研究 表明 星形 胶质
文 旨在 探讨 镇痛 药物
药物 吗啡 是否 能够 影响
吗啡 是否 能够 影响 星形
Blank 结果 显示 ： （
吗啡 处理 能够 上调 腺苷
以上 结果 提示 ， 体外
应用 吗啡 能够 动态地 改变
胶质 细胞 可以 被 认为
细胞 可以 被 认为 是 吗啡
肽 削弱 完全 弗氏 佐剂
Blank 本 研究 旨在 探讨
研究 旨在 探讨 感觉 神经
） 对 完全 弗氏 佐剂
等 方法 观察 鞘内 给予
Blank 结果 显示 ： 在
， BAM22 能 剂量 依赖
达 最大 可能 作用 的
并 持续 至少 1 h
， BAM22 能 显著 降低
35.2% ， 明显 低于 生理
Blank 结果 表明 ， BAM22
， BAM22 可能 通过 SNSR
被盖区 多巴胺 能 神经 元簇
） 多巴胺 能 神经元 的
的 簇放电 会 导致 其
量 瞬时 大量 增加 ，
， 已 被 公认 是 编码
诱发 多巴胺 能 神经元 产生簇
具体 机制 尚 不 完全 清楚 。 Blank
VTA 多巴胺 能 神经元 产生簇
体脑片 ， 研究 了 胆碱
了 胆碱 能 受体 激动
谷 氨酸 能 受体 激动
VTA 多巴胺 能 神经 元簇
Blank 结果 显示 ， 在
持续 灌流 或 L- 谷氨酸
给药 均 能够 诱发 多巴胺
诱发 多巴胺 能 神经元 产生簇
作用 不 能 诱发簇 放电
用药 则 可以 诱发 出簇
这些 结果 提示 ， 卡巴
诱发 多巴胺 能 神经 元簇
模拟 失重 可 增强 大
Blank 已 有 研究 表明 模拟 失重
模拟 失重 可 引起 大
RAS ） 可能 发挥 着
Blank 本 研究 旨在 探讨
研究 旨在 探讨 血管 紧张素
， 然后 观察 AngII 对该
Blank 结果 显示 ， 模拟
电阻 无 明显 影响 ，
亦 无 明显 影响 。
以上 结果 提示 ， 3
失重 即 可 引起 大
， 且 可 导致 其
增强 ， 表明 AngII 可能
表明 AngII 可能 在 脑
起 着 一定 的 作用 。
两 种 能 相互 转化
Blank 本 研究 旨在 建立
一 种 研究 离体 培养
该 方法 研究 其 相互
技术 ， 观察 在 有
血清 培养 或 给予 双丁酰
Blank 结果 显示 ： （
这些 结果 表明 血清 培养
文 旨在 研究 过氧化物酶体 增殖
作用 ， 探讨 PPARγ抗 AS
， 并 观察 其 对
Blank 结果 显示 ： AS
剂 罗格列酮 可 明显 上调
罗格列酮 可 明显 上调 大鼠
种 上调 可以 被 PPAR
信息学 分析 表明 c-Ski 启动
启动 子区 有 可能 的 PPAR
罗格列酮 也 能 显著 上调
以上 结果 表明 c-Ski 具有
c-Ski 具有 一定 抗 AS
， 其 可能 是 PPAR
PPAR γ 可 上调 c
文 旨在 探讨 促 存活
Raf/Mek/Erk 1/2 是否 参与 了
GRP 75 过 表达 的
GRP 75 过 表达 PC
Hoechst33258 染色 观察 凋亡 细胞核
Blank 结果 显示 ： U0126
的 凋亡率 明显 高于 对照组
的 时间 明显 早于 对照组
以上 结果 提示 ， U0126
， 这 表明 GRP 75
鼠类 的 比较 Blank Blank
为 进一步 探讨 高原 鼢鼠
鼢鼠 对 严重 低氧 、
进行 了 比较 研究 。
了 比较 研究 。 Blank
进行 了 比较 ； 通过
Blank 结果 显示 ， 高原
鼠兔 没有 明显 差异 （
表达 水平 相对 SD 大鼠
SD 大鼠 较 低 ，
低 ， 可能 与其 洞道
Blank 本 研究 旨在 观察
研究 旨在 观察 藏药 红景天
影响 ， 探讨 其 对
10 天 或 30 天
透射 电镜 观察 肺 小
Blank 结果 显示 ： （
RV/（LV+S ） 明显 高于 平原
） 电镜 显示 高原 10
改变 更为 明显 。 Blank
的 改变 较 同时 间
高原 组 明显 减轻 。
的 表达 较 平原 对照组
以上 结果 提示 ， 藏药
高压 具有 一定 治疗 作用
其 机制 可能 与 抑制
Blank 为了 探讨 小凹 蛋白
本 实验 研究 了 细胞膜
剂 Filipin 或 Cav-1 基因
Blank 结果 显示 ， HUVECs
为零 钙液 或 含钙 液时
i 升高 较 细胞 外
液时 更 明显 （ P
） 均 可 完全 阻断
均 可 完全 阻断 Spermine
i 作用 可 被 Filipin
1.5μg/mL ） 或 Cav-1 基因
技术 检测 显示 HUVECs 中
检测 结果 显示 Cav-1 干扰
上述 结果 表明 ： Cav-1
其 机制 可能 与 Cav-1
AT1-Ab ） 可 损伤 胎盘
Blank Blank 根据 胎儿 源性
， IUGR 会 明显 增加
IUGR 会 明显 增加 成人
Blank 本 研究 旨在 观察
研究 旨在 观察 AT1-Ab阳性 孕鼠
， 给予 轻度 高 盐
Blank 结果 显示 ， 免疫
， 差异 极 显著 （
以上 结果 提示 ， 在
文 旨在 研究 慢性 间歇性
AI ） 评价 关节炎 程度
HE 染色法 观察 踝关节 组织
Blank 结果 显示 ： （
CIA 发生率 明显 低于 Pre-C组
AI值 分别 明显 低于 Pre-C
滑膜 细胞 明显 增生 ，
病理 改变 明显 减轻 。
凋亡率 分别 较 Pre-C 及
Post-C 大鼠 明显 增加 （
大鼠 相 比较 ， Pre-T和
蛋白 表达 明显 降低 （
表达 则 明显 升高 （
以上 结果 表明 ， CIHH
， CIHH 可 通过 抑制
通道 是 可 兴奋 细胞
Blank Blank 最近 的 研究
最近 的 研究 又 显示
研究 又 显示 了 IL-1
门控 通道 之间 的 相互
Blank 为 考察 中枢 神经
钠 通道 之间 的 相互
， 本 研究 使用 10ng/mL
， 结果 表明 IL-1 β
电流钳 记录 表明 IL-1 β
这些 结果 显示 长时间 的
β 处理 可以 抑制 电压
， 这 可能 改变 神经元
传导 等 基本 功能 ，
， 并 提示 了 IL-1
本 文 研究 醋酸 棉酚
并 初步 探讨 其 抑制
Blank 结果 显示 ， 5
h ， 或 20 μmol/L
软件 分析 显示 MEC-1 彗星
DNA 百分 含量 减少 ，
DNA 百分 含量 、 尾矩
h ， 或 20 μmol/L
上述 结果 表明 GAA 抑制
Blank 本 研究 旨在 观察
研究 旨在 观察 硫酸 卡那霉素
ABR ） 观察 大鼠 听力
切片 ， 观察 耳蜗 螺旋
Blank 结果 显示 ， 注射
均 有 明显 升高 ，
细胞 为 甚 ； 内
以上 结果 表明 ， 6
， 听力 会 明显 下降
听力 会 明显 下降 ，
Blank 为了 研究 乙醇 对
电流 ， 观察 6.25 、
Blank 结果 显示 ， 6.25
参数 无 明显 影响 ；
的 乙醇 可 引起 心房肌
90 ） 明显 延长 （
< 0.05 或 P <
< 0.05 或 P <
参数 无 明显 影响 ；
的 乙醇 可 引起 心室
APD 90 明显 延长 （
< 0.05 或 P <
膜片钳 结果 显示 ， 6.25
的 乙醇 可 浓度 依赖性
以上 结果 表明 ， 6.25
参数 无 明显 影响 ，
50.0~200.0mmol/L 乙醇 可 明显 延长
乙醇 可 明显 延长 离
作用 机制 可能 与 抑制
文 旨在 研究 c-SRC 蛋白
MTT 比色法 观察 c-SRC 敲
S期 细胞 数 分别 下降
p-STAT3 的 含量 也 显著
蛋白 的 含量 ， 细胞
未 见 明显 增加 。
以上 结果 表明 ， c-SRC
的 活性 可能 与其 抑制
氧化 应激 能够 引起 细胞
仍 不 十分 明确 ，
明确 ， 研究 表明 Beclin1
， 研究 表明 Beclin1 作为
Blank 为了 探讨 自噬 在
转染 技术 将 Psilencer 3.1
Blank 结果 显示 ， Beclin1
重组 质粒 明显 降低 Beclin1
表达 无 明显 影响 ；
自噬 空泡 明显 集聚 ，
上述 结果 表明 ， Psilencer
后 ， 可 有效 抑制
Blank 本 研究 提示 自噬
本 研究 提示 自噬 在
文 旨在 研究 肿瘤 条件
Blank 结果 显示 ， 不同
增殖 无 明显 影响 （
， TCM 可以 显著 降低
] 相 比较 ， TCM
， TCM 可 显著 增强
以上 结果 表明 ， TCM
的 增强 可能 是 其
Blank 为了 探讨 CyclinD1 反义
， 本 研究 构建 了
， 并 将 该 载体
， 结果 显示 稳定 转染
Blank 为 探讨 CyclinD1 反义
其 结果 显示 ， 稳定
以上 结果 表明 ， Cy-clinD1
反义 核酸 可 引起 肺癌
其 机制 可能 与 细胞
本 文 研究 大鼠 骨髓
Blank 结果 显示 ， 培养
新生 微血管 数 是 单纯
rBMSC-ECs 数量 明显 增加 ，
新生 微血管 数 较 共
微血管 数 较 共 培养
培养 组 明显 减少 。
新生 微血管 部分 增粗 、
延长 ， 部分 退化 ；
退化 ； 一些 rBMSC-ECs 出芽
新生 微血管 几乎 完全 退化
微血管 几乎 完全 退化 。
血管 环组 比较 ， 血管
组 表达 稍 增强 ，
的 表达 稍 降低 。
显微镜 下 观察 显示 ，
下 观察 显示 ， 血管
微血管 分布 大量 的 肌动蛋白 （
细胞 内 呈现 大量 粗大
内 呈现 大量 粗大 的
Blank 结果 提示 ， rBMSC-ECs
水平 的 比较 研究 Blank
的 比较 研究 Blank Blank
Blank 为了 探讨 藏羚羊 适应
水平 的 比较 。 Blank
RIA ） 或 酶联 免疫
Hb ） 含量 。 Blank
Blank 结果 显示 ， 藏羚羊
和 Hb 含量 明显 较
Hb 含量 明显 较 低
含量 明显 较 低 。
这些 结果 提示 ， 藏
为 进一步 揭示 藏羚羊 的
了 实验 依据 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 单核 细胞
免疫 染色 证实 培养 细胞
， MCP-1 能 诱导 hUVECs
与 对照组 比较 ， MCP-1
以上 结果 表明 ， MCP-1
， MCP-1 能 诱导 hUVECs
作用 机制 可能 与 上调
通道 HCN4 可能 不 存在
Blank 本 研究 采用 单细胞
记录 ， 观察 hHCN4 通道
hHCN4 通道 是否 存在 滞后
实验 结果 显示 hHCN4 电流
结果 也 显示 了 hHCN4
RT-PCR 结果 显示 ， 人
结 组织 主要 表达 HCN4
以上 结果 提示 ， 人
结 组织 主要 表达 HCN4
Blank 由此 推断 ， hHCN4
滞后 现象 可能 在 窦房结
Blank Blank 急性 低 血压
和 甘氨酸 含量 的 影响
Blank 为了 探讨 急性 低
为了 探讨 急性 低 血压
活动 的 部分 神经 化学
色谱法 ， 观察 静脉 注射
） 诱发 急性 低 血压
Gly ） 含量 的 变化
Blank 实验 观察 到 ，
和 Gly 含量 明显 减少
Gly 含量 明显 减少 （
和 Gly 含量 无 明显
含量 无 明显 变化 ；
和 Gly 含量 明显 减少
Gly 含量 明显 减少 （
上述 结果 提示 ， 清醒
动物 诱发 急性 低 血压
过程 中 可能 有 GABA
创 木酸 部分 抑制 大鼠
实验 旨在 观察 去 甲二氢愈
CysLTs ） 含量 。 Blank
Blank 结果 显示 ： NDGA
： NDGA 能 显著 改善
和 CysLTs 含量 ， 但
上述 结果 提示 ， NDGA
的 抑制 主要 表现 为
抑制 主要 表现 为 减少 中性
， 机制 可能 与 抑制
文 旨在 研究 TRPC6 /
HE 染色 观察 肺动脉 血管
实验 中用 可 特异性 激活
ROCC 、 可 透 膜
Blank 结果 显示 ， 与
RVMI 均 明显 增高 （
； 形态学 观察 可见 肺
形态学 观察 可见 肺 小
平滑肌 层 明显 增厚 ，
表达 无 明显 变化 。
， OAG 几乎 不 引起 肺动脉
MCT 也 可 使 OAG
上述 结果 提示 ， MCT
， 但 可 促进 TRPC6
Blank 本 研究 旨在 探讨
研究 旨在 探讨 活化素 （
影响 及其 可能 的 调节 机制
活化 素 或 同时 加入
GH 的 含量 ， 以及
Blank Blank 将 含 不同
细胞 ， 观察 它们 对
Blank 结果 表明 ， 活化素
nmol/L ） 能 抑制 大鼠
） 还 能够 抑制 GH3
1μmol/L ） 完全 取消 了
~-66 bp 之间 。 Blank
Blank 上述 研究 表明 ，
上述 研究 表明 ， 活化
活化 素 能 抑制 大鼠
， 它 可能 是 通过
Blank 为 探讨 用 单纯
， 本 研究 用 胶原酶
倒置 显微镜 观察 其 形态
Blank 结果 显示 ： 纯化
， 平行 或 螺旋形 排列
生长 面 可 见 上 百
； ILCs 可 分泌 IRI
， 但 多 为 胰岛素 原
以上 结果 提示 ， 用
培养基 IMDM 可 诱导 hUC-MSCs
文 旨在 研究 BALB /
丙 二醛 含量 、 谷胱甘肽
衰老 程度 比较 、 评分
Blank 结果 显示 ， Y
存活 日期 明显 长于 对照组
月 后 评价 心功能 的
以上 结果 提示 ， 移植
干 细胞 能 有效 地
Blank 本 研究 通过 在
损伤 ， 观察 脂联素 （
， 并 探讨 其 作用
Blank Blank 观察 各组 心肌
MDA ） 含量 及 培养液
共聚焦 显微镜 观察 心肌 细胞
Blank 结果 显示 ， 与
生长 状态 较 差 ，
荧光 强度 明显 增高 ，
搏动 频率 较 快 ，
， 凋亡率 明显 减少 ，
MDA 水平 明显 下降 ，
SOD 活性 明显 升高 ，
磷酸化 水平 明显 增高 （
Blank AraA 可以 阻断 APN
以上 结果 表明 ， APN
， APN 可 减轻 H/R
减轻 脂质 过 氧化 及
保护 作用 可能 与 AMPK
文 旨在 探讨 周期 蛋白
转 染法 将 空 载体
Blank 结果 显示 ， 反义
表达 水平 较 对照组 均
与 对照组 比较 ， 5%
水平 均 明显 升高 （
CSE 组 比较 ， 反义
水平 均 明显 下降 （
上述 结果 提示 ， CSE
， CSE 可 通过 上调
迁移 ， 提示 cyclinD1 在
文 旨在 研究 细胞 色素
Blank Blank 将 Sprague -
实验 结果 显示 ， 与
细胞凋亡 率 明显 降低 （
上述 结果 提示 缺血 后
Blank 本 研究 旨在 探讨
研究 旨在 探讨 尾 加压
内 胰岛素 含量 和 mRNA
试验 结果 显示 ， 相对
显示 ， 相对 对照组 ，
对照组 ， 急性 静脉 注射
静脉 注射 较 高 剂量
90 min 明显 升高 。
实验 结果 显示 ， UII
2 h 能 抑制 β
的 胰岛素 含量 和 mRNA
抑制 作用 可以 被 UII
阻断 ， 部分 被 蛋白
Westernblot 结果 显示 ， UII
以上 结果 表明 ， UII
受体 （ 较 高 浓度
的 UII 可能 同时 激活
磷酸酶 的 研究 进展 Blank
胰岛素 分泌不足 或 胰岛素 抵抗
Blank 有 研究 发现 一些
有 研究 发现 一些 蛋白
研究 发现 一些 蛋白 酪氨酸
等 生理 或 病理 过程
PTP 通过 将 底物 去
， 在 一些 信号 通路
患者 中 发现 这些 PTP
表达 增加 或 酶 活力
1 型 或 2 型
型 糖尿病 可能 的 新 疗法
磷酸酶 结构域 被 发现 是 大量
发现 是 大量 1 型
， 因此 可 针对 PTPIA-2/IA-2
文 旨在 探讨 在 体脑
） 染色法 观察 各组 大鼠
Blank 结果 显示 ： （
PI 染色 可见 SAH 组
组 大鼠 部分 皮层 神经
波纹 状 或 折缝样 ，
折缝样 ， 部分 呈 新
核碎裂 ， 可见 凋亡小体 ，
以上 结果 表明 ， CLB
， CLB 可以 通过 Caspase-3
特性 的 多 电极 记录
电极 记录 研究 Blank Blank
Blank 为了 探索 离体 条件
， 本 研究 采用 多
研究 采用 多 电极 记录
钠 以 观察 其 对脑
Blank 结果 显示 ： （
15 min 左右 ， 多
左右 ， 多 电极 阵列
阵列 上 可 记录 到
痫性 放电 相似 ； 定量
分析 结果 提示 ， CA
特性 无 明显 差异 （
， 仅有 少量 动作 电位
发放 频率 远 低于 CA
簇样 放电 一旦 建立 即
建立 即 可 至少 持续
即 可 至少 持续 40
钠 ， 发现 同步化 放电
b区 的 部分 锥体 细胞
仍 有 较 强 的
以上 结果 提示 ， 多
提示 ， 多 电极 阵列
电极 阵列 能够 有效 地
地 用于 研究 离体 条件
， 并 可 探索 抗癫痫药
并 可 探索 抗癫痫药 对
变化 的 比较 Blank Blank
变化 进行 比较 ， 从而
对策 的 研究 提供 基础
进行 了 比较 分析 。
Blank 结果 显示 ： （
1 ） 常 氧下 棕色
HCT 无 明显 影响 ；
血红 蛋白 含量 （ meancorpuscularhemoglobin
HGB ） 含量 和 MCH
MCH 的 明显 增加 ；
以上 结果 表明 ， 棕色
环境 具有 较 好 的
妊娠 的 主要 激素 ，
下降 是 很多 哺乳类 动物
， 然而 有些 哺乳类 动物
Blank 越来越 多 的 证据
的 证据 表明 ， 人类
水平 ， 主要 表现 为
， 主要 表现 为 孕 激素
本 文 比较 了 人类
文 旨在 探索 离体 实验
作用 及其 可能 机制 。
显微镜 下 观察 OECs 和
Blank 为了 研究 OECs 与
存活 的 可能 机制 ，
Blank 结果 显示 ， OECs
突起 ， 呈现 典型 的
的 双 极 神经元 形态
SGCs 都 较 接种 前
存活 数量 明显 高于 SGCs
天 出现 大幅度 减少 ，
9 天 几乎 没有 生长 ；
未 见 明显 变化 （
存活 无 明显 影响 ，
Blank 本 研究 结果 提示
研究 结果 提示 ， OECs
共 培养 能够 促进 新生
分泌 BDNF 可能 是 促进
文 旨在 探讨 I组 代谢
Blank 结果 证实 中性 粒
内皮 细胞 之间 的 黏附率
< 0.05 或 P <
， 即 可 促进 中性
粒 细胞 可 促进 CD11
0.5mmol/L ） 可以 显著 阻断
上述 结果 证实 了 中性
的 激活 可 增强 中性
肺癌 是 主要 医学 难题
， 炎症 能够 促进 肿瘤
Blank 越来越 多 的 证据
的 证据 表明 ， 神经
中 分别 观察 到 ：
Blank Blank 表明 迷走 神经
作用 ， 能 抑制 肿瘤
感应器 ， 能 感受 肺部
中 的 多 种 介质 和
受体 ， 能 提供 底物
调节 既 可以 靶向 炎症
炎症 又 可以 靶向 肿瘤
转移 ， 将 提高 肺癌
基因 LAG1 高度 同源 的
Blank 前期 研究 显示 ，
前期 研究 显示 ， LASS2
， LASS2 可 与 V-ATPase
结合 ， 过 表达 LASS2
表达 LASS2 可以 抑制 肝癌
Blank 本 研究 旨在 探讨
研究 旨在 探讨 LASS2 对
的 调节 是否 参与 LASS2
Blank 结果 显示 ， 外源性
LASS2 的 过 表达 对
作用 ； 过 表达 LASS2
中 pro-caspase-3 含量 下降 。
以上 结果 提示 LASS2 可能
提示 LASS2 可能 通过 调控
Blank Blank 近年 来 发现 ，
近年 来 发现 ， K
但 机制 尚 不 清楚 。 Blank
研究室 前期 报道 了 K
4-AP ） 能够 抑制 人
进一步 检测 几 种 电压 门
， 初步 研究 了 该
特性 ， 观察 K +
Blank 结果 显示 ， MCF10A
表达 量 明显 高于 乳腺癌
1Hz ， 可 记录 到
， 并且 能 被 Kv
阻断 ， 证实 该 细胞膜
以上 结果 提示 ， 在
该 通道 可 被 4-AP
并且 4-AP 能够 抑制 MCF10A
其 机制 可能 与 细胞
一 种 可 同步 观察
可 同步 观察 细胞 内
通道 变化 之间 相互 关系
的 实时 研究 方法 。
， LSCM 可 准确 记录
分子 水平 揭示 细胞 内
本 实验室 将 扫描 离子
移动 并 将 其 精确
， 结果 显示 MDCK 细胞膜
Blank 结果 提示 ， 我们
及其 功能 研究 提供 了
Blank 越来越 多 的 证据
的 证据 表明 ， 具有
一 类 最近 被 克隆
异常 表达 通常 会 引发
表达 通常 会 引发 各
会 引发 各 种 疾病 ，
血管 稳态 几 个 方面 综述
的 最新 研究 进展 。
Blank 本 研究 采用 全
水平 ， 探讨 淋巴 细胞
Blank 结果 显示 ： （
电流 密度 明显 高于 Wistar
Blank 结果 提示 ， SHR
有 更 多 功能性 Kv
Kv 通道 可能 与 SHR
小鼠 为 研究 对象 ，
旨 在 探讨 神经鞘 磷脂
） 发生 之间 的 关系
后 解剖 观察 小鼠 主
染色 以 观察 AS 斑块
p 65 含量 ； 高脂
Blank 结果 显示 ， 高脂
胸腹 主动脉 很 少 形成
产生 了 较 多 AS 斑块
水平 均 明显 低于 WT
的 NFκBp65 含量 明显 低于
NFκBp65 含量 明显 低于 WT
以上 结果 提示 ， SMS
， 因而 可能 成为 临床
—— p35 或 p39 相
蛋白 等 众多 底物 蛋白
可塑性 等 诸多 方面 发挥
， 在 一些 病理 条件
的 凋亡 或 死亡 ，
） 等 众多 神经 退行性
的 作用 研究 方面 的
反式剪接 实验 证实 ， 运用
） ， 研究 基于 内含肽
Blank 结果 显示 ， 双
IU/mL ， 明显 高于 双
] ， 提示 猪 fVIII
A3 结构域 能 显著 促进
IU/mL ， 提示 内含 肽对
的 剪接 可 不 依赖
蛋白 仍 可 进行 剪接
条带 大小 接近 的 剪接
， 进一步 证实 HP-fVIII 的
实验 旨在 探讨 金属 硫
硫 蛋白 是否 参与 肺
， 对比 观察 各 组
） 的 含量 ， 血清
MDA ） 含量 、 超氧化物
透射 电镜 观察 肺 组织
Blank 结果 显示 ， 与
MT 的 含量 显著 下降
血清 MDA 含量 、 MPO
MPO 活性 明显 升高 （
SOD 活性 明显 下降 （
MT 的 含量 显著 升高
血清 MDA 含量 、 MPO
MPO 活性 明显 下降 ，
SOD 活性 明显 升高 （
< 0.05 或 P <
Blank Blank 根据 以上 结果
， 我们 推断 诱导 MT
的 产生 可能 是 IP
胃肠道 的 大部分 区域 都
在 100 多年 前 它们
就 已 被 发现 ， 但是
直 到 最近 几十 年
到 最近 几十 年 的
年 的 研究 才 逐渐
才 逐渐 揭示 了 它们
， ICCs 被 认为 是 平滑肌
即 “ 基本 电 节律
（ 又 称 “ 慢
特性 的 比较 Blank Blank
Blank 本 研究 应用 电
） 上 比较 微 动脉
Blank 结果 显示 ： （
电导 都 远 大于 单个
单个 细胞 十分 接近 。
细胞 十分 接近 。 Blank
关系 呈 明显 的 外向
Blank Blank 当 指令 电压
上述 结果 提示 ， 豚鼠
细胞 内质网 应 激及 CD
36 的 可能 作用 Blank
文 旨在 研究 在 鼠源
O 染色 观察 细胞 内
总 胆固醇 含量 ， 免疫
Blank 结果 显示 ， 不同
浆 内 可 见 大量 油红
可 见 大量 油红 O
总 胆固醇 含量 明显 增加
胆固醇 含量 明显 增加 ，
摄入 ， 可 显著 减少
TM 均 可 显著 增加
上述 结果 提示 ， ox-LDL
， ox-LDL 可 呈 剂量
该 过程 可能 由 清道夫
Blank 为 探讨 黄芩苷 （
， 本 研究 观察 了
本 研究 观察 了 Bai
Blank Blank 将 雄性 Sprague
、 12.5 或 50mg/kg 。
滴注 BLM 或 NS 后第
羟 脯氨酸 含量 （ 反映
Blank 结果 显示 ， BLM+NS
肺羟 脯氨酸 含量 、 CTGF
水平 均 明显 高于 NS+NS
） ， 提示 BLM 诱导
、 12.5 或 50mg/kgBai 后
肺 纤维化 明显 减轻 ，
也 得到 明显 抑制 。
以上 结果 提示 ， Bai
， Bai 可 防止 肺
， 这 可能 是 其
保护 多巴胺 能 神经元 Blank
Blank Blank 近来 的 研究
近来 的 研究 表明 ，
的 研究 表明 ， 神经
黑质 多巴胺 能 神经元 可能
能 神经元 可能 是 一
临床 试验 表明 ， 灵芝
作用 ， 可能 通过 抗炎
Blank 本 研究 在 神经元
模型 中 观察 了 GL
， 并 探讨 其 可能
探讨 其 可能 的 保护 机制
细胞 单独 或 与 MES
23.5 多巴胺 能 神经 细胞
400μg/mL ） 和 / 或 MPP +
Blank 结果 显示 ， LPS
， LPS 或 MPP +
碎片 均 可 激活 小
GL 提取物 可以 显著 降低
并 呈 一定 的 浓度 依赖性
并 同样 可以 下调 TNF-α
GL 还可 明显 对抗 由
的 多巴胺 能 神经 细胞
以上 结果 提示 ， GL
， GL 主要 通过 抑制
保护 多巴胺 能 神经 细胞
Blank GL 可能 成为 治疗
增加 未 能 保护 异丙
文 旨在 观察 转染 β
蛋白 的 含量 ， 通过
Blank 结果 显示 ， 与
β1-AR 蛋白 含量 明显 增加
蛋白 含量 明显 增加 （
β1-AR 蛋白 含量 亦 明显
含量 亦 明显 增加 （
存活率 没有 明显 变化 ，
细胞 存活率 明显 下降 （
收缩 幅度 明显 下降 （
组比 没有 明显 变化 。
以上 结果 提示 ， β1-AR
作用 不 明显 。 Blank
基因 转导 过 表达 增强
Blank 本 研究 旨在 探讨
研究 旨在 探讨 心肌肌 浆
） 基因 过 表达 对
细胞 ， 将 分离 的
Blank 结果 显示 ， 与
表达 水平 明显 升高 ，
百分比 均 明显 升高 ，
） 亦 明显 延长 ，
以上 结果 提示 ， SERCA
基因 转导 过 表达 能够
过 表达 能够 增强 正常
， 本 研究 运用 胶原酶
显微镜 下 观察 Fluo-3 荧光
灌流 给药 观察 亚油酸 等
Blank 结果 显示 ， 亚油酸
升高 ， 表现 为 最初 的
随后 的 较为 持久 的
的 Ca2+ 或者 抑制 磷脂酶
Blank 结果 表明 ， 亚油酸
文 旨在 探讨 代谢 型
Blank Blank 将 C57 BL
Blank 结果 显示 注射 （
（ S）-4C3HPG 可 减轻 神经
谷 氨酸 含量 （ P
Blank 本 研究 初步 证实
研究 初步 证实 （ S）-4C3HPG
（ S）-4C3HPG 可 通过 抑制
目的 ： 研究 姜 黄素
显微镜 下 观察 不同 浓度
检测 结果 显示 ， Notch-1
Blank Blank 结论 ： 姜
， 并 可 诱导 细胞凋亡
Blank Blank 推测 姜黄 素
姜黄 素 可能 通过 下调
目的 ： 探讨 在 不含
ET-1 ） 能否 体外 培养
显微镜 下 观察 细胞 形态
细胞 纯度 较 高 ，
形成 细胞 和 / 或 成纤维 细胞
棕褐色 ， 证实 为 正常人
Blank Blank 结论 ： 采用
一 种 较 好 的
方法 ， 可 用于 实验
用于 实验 研究 。 Blank
呈 淡红色 或 肤色 ，
， 压痛 明显 ， 摩擦
目的 ： 研究 IRF5 基因
Blank Blank 将 病例 资料
